instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_b03m_s70.A05,mcs30_b03m_s70.B05,rrsplit_nomax,50,38,3253531676,1000.02,1,773591825,229.686,8713604685,8713604685,45560640
mcs30_b03m_s70.A06,mcs30_b03m_s70.B06,rrsplit_nomax,52,44,1668616721,1000.02,1,774363023,473.814,3799645044,3799645044,25235476
mcs30_b03m_s70.A07,mcs30_b03m_s70.B07,rrsplit_nomax,51,44,1749396295,1000.02,1,1355499987,713.302,4015807123,4015807123,32087165
mcs30_b03m_s70.A08,mcs30_b03m_s70.B08,rrsplit_nomax,52,47,1766681485,1000,1,175533192,77.9428,4313903736,4313903736,63135457
mcs30_b03m_s70.A09,mcs30_b03m_s70.B09,rrsplit_nomax,52,43,1459887337,1000.02,1,1225190,0.523894,3989892541,3989892541,34990429
mcs30_b03m_s80.A00,mcs30_b03m_s80.B00,rrsplit_nomax,53,41,5740880009,1000.02,1,5209746319,912.284,18430662988,18430662988,80
mcs30_b03m_s80.A01,mcs30_b03m_s80.B01,rrsplit_nomax,59,48,4299484466,1000.02,1,862173459,206.169,9314268208,9314268208,24104542
mcs30_b03m_s80.A02,mcs30_b03m_s80.B02,rrsplit_nomax,59,50,2499944183,1000.02,1,2108384151,773.954,7225515776,7225515776,70399488
mcs30_b03m_s80.A03,mcs30_b03m_s80.B03,rrsplit_nomax,59,50,1540578015,1000.02,1,349850268,240.567,4234018204,4234018204,221
mcs30_b03m_s80.A04,mcs30_b03m_s80.B04,rrsplit_nomax,46,34,2842451012,1000.02,1,2783166733,979.122,18018597905,18018597905,836952684
mcs30_b03m_s80.A05,mcs30_b03m_s80.B05,rrsplit_nomax,58,47,4869477110,1000.02,1,4150690256,813.714,13015254834,13015254834,588887
mcs30_b03m_s80.A06,mcs30_b03m_s80.B06,rrsplit_nomax,60,46,4068265413,1000.02,1,2199138655,453.288,11550582666,11550582666,82326670
mcs30_b03m_s80.A07,mcs30_b03m_s80.B07,rrsplit_nomax,54,45,6632821798,1000.02,1,5598450075,832.892,17676101446,17676101446,371756833
mcs30_b03m_s80.A08,mcs30_b03m_s80.B08,rrsplit_nomax,57,49,1437343488,1000.02,1,106608095,66.4874,4616475543,4616475543,254
mcs30_b03m_s80.A09,mcs30_b03m_s80.B09,rrsplit_nomax,56,45,2814210307,1000.01,1,145897196,57.4845,7747737831,7747737831,162413416
