instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_m3Dr2_s70.A07,mcs30_m3Dr2_s70.B07,symsplit_valonly,42,41,8377988142,1000.01,1,1423501796,162.25,5321830308,5321830308,71345413
mcs30_m3Dr2_s70.A08,mcs30_m3Dr2_s70.B08,symsplit_valonly,41,40,9379263199,1000,1,4551338224,490.689,5941174137,5941174137,61163595
mcs30_m3Dr2_s70.A09,mcs30_m3Dr2_s70.B09,symsplit_valonly,41,39,9121190570,1000,1,8261459561,905.466,5744792419,5744792419,57774099
mcs30_m3Dr2_s80.A00,mcs30_m3Dr2_s80.B00,symsplit_valonly,48,40,8943198255,1000.02,1,1849510568,195.682,5807177895,5807177895,65155192
mcs30_m3Dr2_s80.A01,mcs30_m3Dr2_s80.B01,symsplit_valonly,46,46,8710141597,1000.01,1,86072775,9.23361,5322244352,5322244352,35931010
mcs30_m3Dr2_s80.A02,mcs30_m3Dr2_s80.B02,symsplit_valonly,48,52,9108507264,1000,1,1905007279,211.438,5822627587,5822627587,127694527
mcs30_m3Dr2_s80.A03,mcs30_m3Dr2_s80.B03,symsplit_valonly,47,50,9197900490,1000.02,1,1356861137,144.328,6272510060,6272510060,52377118
mcs30_m3Dr2_s80.A04,mcs30_m3Dr2_s80.B04,symsplit_valonly,47,47,9216994914,1000.02,1,1220646611,124.551,5700336586,5700336586,54019912
mcs30_m3Dr2_s80.A05,mcs30_m3Dr2_s80.B05,symsplit_valonly,47,43,8391654245,1000.01,1,1727418650,200.483,5406116515,5406116515,59385705
mcs30_m3Dr2_s80.A06,mcs30_m3Dr2_s80.B06,symsplit_valonly,47,47,9208775609,1000.02,1,2502921118,264.54,5889332110,5889332110,150204463
mcs30_m3Dr2_s80.A07,mcs30_m3Dr2_s80.B07,symsplit_valonly,48,47,10123048563,1000.02,1,2497313148,245.632,6428700970,6428700970,81521200
mcs30_m3Dr2_s80.A08,mcs30_m3Dr2_s80.B08,symsplit_valonly,46,41,9202754154,1000.02,1,159426976,17.3297,5958006993,5958006993,53074058
mcs30_m3Dr2_s80.A09,mcs30_m3Dr2_s80.B09,symsplit_valonly,47,45,8418026293,1000.02,1,1158756059,140.612,5243233722,5243233722,53593049
