instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs90_b03m_s20.A01,mcs90_b03m_s20.B01,dsb_never,18,26,1592,0.000249725,0,1215,0.000162414,996,996,0
mcs90_b03m_s20.A02,mcs90_b03m_s20.B02,dsb_never,18,26,159,9.85E-05,0,19,2.10E-05,114,114,0
mcs90_b03m_s20.A03,mcs90_b03m_s20.B03,dsb_never,18,27,7651,0.000639912,0,7555,0.000599371,5009,5009,0
mcs90_b03m_s20.A04,mcs90_b03m_s20.B04,dsb_never,18,25,1327,0.000163146,0,1020,0.000101633,805,805,0
mcs90_b03m_s20.A05,mcs90_b03m_s20.B05,dsb_never,18,27,867,0.000132349,0,674,7.86E-05,541,541,0
mcs90_b03m_s20.A06,mcs90_b03m_s20.B06,dsb_never,18,27,2086,0.000233592,0,1904,0.000185269,1262,1262,0
mcs90_b03m_s20.A07,mcs90_b03m_s20.B07,dsb_never,18,27,28742,0.00264484,0,28498,0.00259394,17745,17745,0
mcs90_b03m_s20.A08,mcs90_b03m_s20.B08,dsb_never,18,27,2590,0.000275865,0,2463,0.00023241,1591,1591,0
mcs90_b03m_s20.A09,mcs90_b03m_s20.B09,dsb_never,18,26,622,0.000120361,0,250,4.62E-05,408,408,0
mcs90_b03m_s25.A00,mcs90_b03m_s25.B00,dsb_never,23,33,28531,0.0038786,0,28385,0.00380698,18243,18243,0
