instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs10_m3Dr2_s100.A02,mcs10_m3Dr2_s100.B02,ll_lsm,55,49,6731514107,1000.03,1,100,2077597137,291.693,4360686791,4360686791,0,3101196205,
mcs10_m3Dr2_s100.A03,mcs10_m3Dr2_s100.B03,ll_lsm,55,50,6530082469,1000.02,1,100,5994579537,914.081,4169964833,4169964833,0,3149174150,
mcs10_m3Dr2_s100.A04,mcs10_m3Dr2_s100.B04,ll_lsm,55,52,7607055185,1000.01,1,100,1306274774,158.899,4753844773,4753844773,0,3147477533,
mcs10_m3Dr2_s100.A05,mcs10_m3Dr2_s100.B05,ll_lsm,58,50,6760311064,1000.02,1,100,387925728,54.9488,4428680526,4428680526,0,3268497219,
mcs10_m3Dr2_s100.A06,mcs10_m3Dr2_s100.B06,ll_lsm,57,56,7118002519,1000.02,1,100,1324252335,170.378,4732249157,4732249157,0,3456655396,
mcs10_m3Dr2_s100.A07,mcs10_m3Dr2_s100.B07,ll_lsm,56,55,7067152888,1000.02,1,100,349837502,47.9336,4639898396,4639898396,0,3489656330,
mcs10_m3Dr2_s100.A08,mcs10_m3Dr2_s100.B08,ll_lsm,56,51,6192990484,1000.02,1,100,412341857,59.6149,3986912800,3986912800,0,2785564713,
mcs10_m3Dr2_s100.A09,mcs10_m3Dr2_s100.B09,ll_lsm,55,56,6591443266,1000.01,1,100,451441433,61.2249,4113382210,4113382210,0,3006778325,
mcs10_m3Dr2_s60.A00,mcs10_m3Dr2_s60.B00,ll_lsm,37,37,6436952825,1000.02,1,60,1399570077,208.341,4103773456,4103773456,0,3076695773,
mcs10_m3Dr2_s60.A01,mcs10_m3Dr2_s60.B01,ll_lsm,37,38,6800354277,1000.02,1,60,421122241,62.0841,4493693954,4493693954,0,3289498535,
mcs10_m3Dr2_s60.A02,mcs10_m3Dr2_s60.B02,ll_lsm,38,32,6477763537,1000.02,1,60,2802004025,422.909,4314187046,4314187046,0,3288754478,
mcs10_m3Dr2_s60.A03,mcs10_m3Dr2_s60.B03,ll_lsm,35,33,6599489300,1000.01,1,60,68843702,9.77379,4273642215,4273642215,0,3255984843,
mcs10_m3Dr2_s60.A04,mcs10_m3Dr2_s60.B04,ll_lsm,37,37,6484798027,1000.01,1,60,664538588,96.953,4139998161,4139998161,0,3024358079,
mcs10_m3Dr2_s60.A05,mcs10_m3Dr2_s60.B05,ll_lsm,37,33,6624741401,1000.02,1,60,847062731,122.1,4433043434,4433043434,0,3367916502,
mcs10_m3Dr2_s60.A06,mcs10_m3Dr2_s60.B06,ll_lsm,38,40,6735561887,1000.02,1,60,6271124832,930.942,4443851390,4443851390,0,3258998353,
mcs10_m3Dr2_s60.A07,mcs10_m3Dr2_s60.B07,ll_lsm,37,42,6590318436,1000.01,1,60,5531611451,832.167,4267398454,4267398454,0,3278586696,
mcs10_m3Dr2_s60.A08,mcs10_m3Dr2_s60.B08,ll_lsm,37,37,6433985698,1000.02,1,60,589452191,92.8222,4214458727,4214458727,0,3230981887,
mcs10_m3Dr2_s60.A09,mcs10_m3Dr2_s60.B09,ll_lsm,37,32,6535590618,1000.02,1,60,4664569492,706.271,4227213208,4227213208,0,3172441272,
mcs10_m3Dr2_s70.A00,mcs10_m3Dr2_s70.B00,ll_lsm,43,39,6943706468,1000.01,1,70,3311735407,470.697,4458035301,4458035301,0,3208775470,
mcs10_m3Dr2_s70.A01,mcs10_m3Dr2_s70.B01,ll_lsm,42,37,6594213606,1000.01,1,70,5135796914,769.123,4225845237,4225845237,0,2943847848,
mcs10_m3Dr2_s70.A02,mcs10_m3Dr2_s70.B02,ll_lsm,42,39,6704313369,1000.02,1,70,1340246535,196.224,4290222459,4290222459,0,3139425056,
mcs10_m3Dr2_s70.A03,mcs10_m3Dr2_s70.B03,ll_lsm,43,40,6548640739,1000.02,1,70,2571836674,382.904,4311984641,4311984641,0,3128807776,
mcs10_m3Dr2_s70.A04,mcs10_m3Dr2_s70.B04,ll_lsm,41,38,6705861246,1000.02,1,70,1951236690,276.958,4319302625,4319302625,0,3240851081,
mcs10_m3Dr2_s70.A05,mcs10_m3Dr2_s70.B05,ll_lsm,42,41,6643831983,1000.02,1,70,960275777,141.852,4225409334,4225409334,0,3149082039,
mcs10_m3Dr2_s70.A06,mcs10_m3Dr2_s70.B06,ll_lsm,41,41,7096347643,1000.01,1,70,4699988527,635.421,4559387481,4559387481,0,3397349366,
mcs10_m3Dr2_s70.A07,mcs10_m3Dr2_s70.B07,ll_lsm,42,43,6574130273,1000,1,70,64269646,8.24156,4305325019,4305325019,0,3310451767,
mcs10_m3Dr2_s70.A08,mcs10_m3Dr2_s70.B08,ll_lsm,41,36,6958960415,1000.02,1,70,83760011,10.2796,4494522855,4494522855,0,3194282489,
mcs10_m3Dr2_s70.A09,mcs10_m3Dr2_s70.B09,ll_lsm,42,43,6442494560,1000.02,1,70,3843241952,585.145,4164103207,4164103207,0,3155209493,
mcs10_m3Dr2_s80.A00,mcs10_m3Dr2_s80.B00,ll_lsm,46,43,6887872185,1000.01,1,80,5820331592,834.989,4421716708,4421716708,0,3271195406,
