instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_b03_s30.A05,mcs30_b03_s30.B05,ll_lum,23,15,805531,0.104586,0,351730,0.0413408,571072,571072,0
mcs30_b03_s30.A06,mcs30_b03_s30.B06,ll_lum,22,21,5428653,0.648565,0,3750,0.000468441,3764735,3764735,0
mcs30_b03_s30.A07,mcs30_b03_s30.B07,ll_lum,24,19,1145207,0.143537,0,1057972,0.131263,747785,747785,0
mcs30_b03_s30.A08,mcs30_b03_s30.B08,ll_lum,23,20,1002621,0.128122,0,197408,0.0242436,678714,678714,0
mcs30_b03_s30.A09,mcs30_b03_s30.B09,ll_lum,23,20,859183,0.10969,0,25681,0.00279872,618407,618407,0
mcs30_b03_s35.A00,mcs30_b03_s35.B00,ll_lum,27,25,3928480,0.562337,0,417121,0.0520091,2650548,2650548,0
mcs30_b03_s35.A01,mcs30_b03_s35.B01,ll_lum,27,21,9036790,1.1459,0,3682790,0.45415,6165489,6165489,0
mcs30_b03_s35.A02,mcs30_b03_s35.B02,ll_lum,28,23,7763264,1.04485,0,7737808,1.04154,5064717,5064717,0
mcs30_b03_s35.A03,mcs30_b03_s35.B03,ll_lum,27,22,8732296,1.06017,0,4385877,0.493738,6021587,6021587,0
mcs30_b03_s35.A04,mcs30_b03_s35.B04,ll_lum,27,26,4589662,0.628202,0,238021,0.0287569,3103668,3103668,0
mcs30_b03_s35.A05,mcs30_b03_s35.B05,ll_lum,27,22,9848440,1.32233,0,6536378,0.861106,6951535,6951535,0
mcs30_b03_s35.A06,mcs30_b03_s35.B06,ll_lum,28,27,3869575,0.505798,0,3435920,0.448751,2491315,2491315,0
mcs30_b03_s35.A07,mcs30_b03_s35.B07,ll_lum,27,20,9242787,1.19824,0,1034498,0.126006,6089021,6089021,0
mcs30_b03_s35.A08,mcs30_b03_s35.B08,ll_lum,27,20,3168446,0.435338,0,308894,0.036675,2137384,2137384,0
mcs30_b03_s35.A09,mcs30_b03_s35.B09,ll_lum,27,24,6889859,0.872476,0,271444,0.0292664,4709606,4709606,0
mcs30_b03_s40.A00,mcs30_b03_s40.B00,ll_lum,31,28,62151547,8.54951,0,20698883,2.72624,44698363,44698363,0
mcs30_b03_s40.A01,mcs30_b03_s40.B01,ll_lum,31,29,43787495,6.02381,0,5719707,0.731195,29586035,29586035,0
mcs30_b03_s40.A02,mcs30_b03_s40.B02,ll_lum,31,21,83792328,11.2259,0,54301109,7.29327,58681832,58681832,0
mcs30_b03_s40.A03,mcs30_b03_s40.B03,ll_lum,31,23,78350699,10.9077,0,50767712,7.02451,55015532,55015532,0
mcs30_b03_s40.A04,mcs30_b03_s40.B04,ll_lum,31,25,42752485,6.10266,0,1148818,0.144873,29007359,29007359,0
mcs30_b03_s40.A05,mcs30_b03_s40.B05,ll_lum,31,22,74284304,10.5037,0,51978715,7.26101,52321552,52321552,0
mcs30_b03_s40.A06,mcs30_b03_s40.B06,ll_lum,31,27,30594707,4.39742,0,5997422,0.826689,21171130,21171130,0
mcs30_b03_s40.A07,mcs30_b03_s40.B07,ll_lum,31,29,95727710,12.29,0,68621370,8.5124,66280211,66280211,0
